Tweet,preprocessed,Sentimen
"#TikTokshop Yang diperbaiki itu harusnya REGULASI bukan aplikasinya yg disuruh tutup. Yang kena dampaknya bukan cuman seller tiktok shop, tapi kurir ekspedisi seperti kami yang cuman ngandelin dari tiktok dan malah sekarang ditutup Terus kita skrg mau nganterin apa??? #infoloker",yang diperbaiki itu harusnya regulasi bukan aplikasinya yang disuruh tutup yang kena dampaknya bukan cuman seller tiktok shop tetapi kurir ekspedisi seperti kami yang cuman ngandelin dari tiktok dan bahkan sekarang ditutup terus kita sekarang mau nganterin apa,Netral
"@erigostore Tiktokshop itu lbih bgus dari live2 di toko lain, kalu toko lain mah brat bgt aplikasi nya, live nya jg sring lag pdahal sinyal kencang, platform lain kalah saing tapi alasan nya di tutup karena buat umkm makin ancur, lah waktu covid kmarin suruh online, skrng nyuruh offline lgi",tiktok shop itu lebih bagus dari live di toko lain kalu toko lain mah brat sangat aplikasi nya live nya juga sering lag padahal sinyal kencang platform lain kalah saing tetapi alasan nya di tutup karena buat umkm makin hancur lah waktu covid kemarin suruh online sekarang nyuruh offline lagi,Positif
ehhh tiktok shop resmi ditutup beneran????,ehhh tiktok shop resmi ditutup benar,Positif
"@Medenette Iya wkwk udah tutup kayaknya move ke e-commerce lain, tiktokshop tutup cenah.",iya tertawa sudah tutup kayaknya pindah ke e commerce lain tiktok shop tutup cenah,Negatif
"@tanyakanrl Serius nanya, kalo tiktok shop tutup berarti yg kerjanya live jualan bakal di PHK juga dong",serius bertanya kalau tiktok shop tutup berarti yang kerjanya live jualan bakal di phk juga dong,Negatif
"Sekarang tanggal 4 oktober 2023, jam 17.00 WIB TikTok shop resmi ditutup. Kalau dibilang sedih lumayan sedih sih,karena salah satu sumber penghasilan sampingan aku sebagai affiliator. Beberapa akun pemasaran juga udah mulai grow, lumayan bisa naikin Engagement rate dan fyp. -",sekarang tanggal oktober jam wib tiktok shop resmi ditutup kalau dibilang sedih lumayan sedih sihkarena salah satu sumber penghasilan sampingan saya sebagai affiliator beberapa akun pemasaran juga sudah mulai grow lumayan bisa naikin engagement nilai dan fyp,Negatif
njir tiktok shop beneran ditutup yaðŸ˜­ mau beli brushnya jacquelle mumpung murah padahal,njir tiktok shop benar ditutup iya mau beli brushnya jacquelle selagi murah padahal,Positif
@sweet_1323 udah di tutup tiktokshop,sudah di tutup tiktok shop,Negatif
"Sedih ya denger tiktok shop ditutup,kasian ribuan org yg kerja di tiktok shop JD kena PHK karena ga ada tiktok shop lg ,serba salah sih yaa",sedih iya denger tiktok shop ditutupkasian ribuan orang yang kerja di tiktok shop jadi kena phk karena tidak ada tiktok shop lagi serba salah sih yaa,Negatif
@byelajar pls aku jg mau beli rak ini tapi katanya udh di tutup tiktok shop nya,tolong saya juga mau beli rak ini tetapi katanya sudah di tutup tiktok shop nya,Negatif
@tanyakanrl Gue belom pernah belanja di tiktok shop udh tutup aja anjir,saya belum pernah belanja di tiktok shop sudah tutup saja anjing,Negatif
@khaiuyeyo tiktokshop ditutup?,tiktok shop ditutup,Negatif
"Aku kira yg dipermasalahin di tiktok shop itu para artis yg jualan mulai dr barang mahal sampe sembakoðŸ¥² ternyata semuanya jadi ditutup ya : Padahal beli skencare di tiktok banyak bundling murahðŸ˜­"";0;negatif,,,,,,,,,,,,,,,",saya kira yang dipermasalahin di tiktok shop itu para artis yang jualan mulai dari barang mahal sampai sembilan bahan pokok ternyata semuanya jadi ditutup iya padahal beli skencare di tiktok banyak bundling murahnegatif,Positif
"Tiktok shop ditutup, judi online aman aja. Sial.. ðŸ™‚",tiktok shop ditutup judi online aman saja sial,Positif
"problem dari tiktokshop cuma â€œcrossborder activitiesâ€ dimana banyak barang2 dari china masuk indo tanpa bea. Sedanngkan juga banyak umkm produk lokal yg juga dapet pasar dari tiktokshop.  Tapi langsung ditutup gitu ajaâ€¦ katanya sih lagi mediasi, cuma ya kita lihat sajaâ€¦",masalah dari tiktok shop cuma crossborder activities dimana banyak barang dari china masuk indo tanpa bea sedanngkan juga banyak umkm produk lokal yang juga dapat pasar dari tiktok shop tetapi langsung ditutup begitu saja katanya sih lagi mediasi cuma iya kita lihat saja,Positif
@tiata_ @discountfess Betul kak.. aku jga sering bgd dapet buyer luar jawa.. dan potongan ongkir mereka termasuk dapet lbh banyak dibandingkan yg dari shopee.. Jujur sedih bgd sih tiktokshop di tutup.. kita2 para small business kena banget dampaknya :(,betul kak saya juga sering sekali dapat buyer luar jawa dan potongan ongkos kirim mereka termasuk dapat lebih banyak dibandingkan yang dari shopee jujur sedih sekali sih tiktok shop di tutup kita para small business kena sekali dampaknya,Positif
"Tiktok shop ditutup, gw ga bsa cek pesanan yg masih dijalan ðŸ˜­ðŸ˜­ mana ada dana cashback nyangkut yg udh gw kumpulin anj anj #TikTokshop",tiktok shop ditutup saya tidak bisa cek pesanan yang masih dijalan mana ada dana cashback nyangkut yang sudah saya kumpulin anjing anjing,Negatif
@zhoouuu02_ ditutup gimanaa kak? jadi gabisa co di tiktokshop lagi kah?,ditutup bagaimana kak jadi tidak bisa check out di tiktok shop lagi kah,Negatif
Sedih tiktokshop ditutup,sedih tiktok shop ditutup,Negatif
Sedih bgt tiktokshop ditutupðŸ˜­ pdhl penghasilan sampingan disana lumayan,sedih sangat tiktok shop ditutup padahal penghasilan sampingan disana lumayan,Positif
baru tau kalo tiktok shop mau ditutup hari iniðŸ˜­ padahal udah enak belanja di tiktok shop. udah lebih murah terus ongkirnya juga banyak vouchernya. aku sangat terbantu dgn tiktok shop terutama utk beli kebutuhan majikan buluku,baru tahu kalau tiktok shop mau ditutup hari ini padahal sudah enak belanja di tiktok shop sudah lebih murah terus ongkirnya juga banyak vouchernya saya sangat terbantu dengan tiktok shop terutama untuk beli kebutuhan majikan buluku,Positif
tiktok shop resmi ditutupðŸ˜­,tiktok shop resmi ditutup,Negatif
@papasito_OF @tanyakanrl Emang kalau tiktok shop tutup ga bisa jualan online lagi?,memang kalau tiktok shop tutup tidak bisa jualan online lagi,Negatif
"@alotofjahe ada ketetapan baru dari pemerintah deh kayaknya, hari ini juga kan tiktokshop pada tutup",ada ketetapan baru dari pemerintah deh kayaknya hari ini juga kan tiktok shop pada tutup,Positif
gak pernah belanja di tiktok shop tapi ikut sakit hati pas tiktok shop ditutup soalnya banyak temen gw yg nyari nafkah dari sana ðŸ’”,tidak pernah belanja di tiktok shop tetapi ikut sakit hati pas tiktok shop ditutup soalnya banyak teman saya yang mencari nafkah dari sana,Positif
"eh kan tiktok shop mau ditutup ya, tapi gue tadi pagi abis check out alat buat ngepel lantai jirâ€¦.. dikirimin gak ya ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",eh kan tiktok shop mau ditutup iya tetapi saya tadi pagi habis check keluar alat buat ngepel lantai anjing dikirimin tidak iya,Positif
"@AsahPolaPikir Kalo tiktokshop tutup tapi Tanah Abang masih sepi, pedagang tanah abang bakal minta T dan S tutup gak ya?",kalau tiktok shop tutup tetapi tanah abang masih sepi pedagang tanah abang bakal minta t dan s tutup tidak iya,Negatif
Amjinh paket tiktokshop gw masih di jalan anjir udah ditutup aja ðŸ˜”ðŸ¤œ minimal nunggu sampe dulu lah banh ðŸ˜­,amjinh paket tiktok shop saya masih di jalan anjing sudah ditutup saja minimal nunggu sampai dulu lah banh,Negatif
"Seeedih tiktokshop ditutup, pindah tongkrongan kmn ya",seeedih tiktok shop ditutup pindah tongkrongan kmn iya,Negatif
jadi ikutan sedih tiktok shop ditutup :(,jadi ikutan sedih tiktok shop ditutup,Negatif
lah anjg gue kira tiktok shop doang yg ditutup ternyata shopee LN jugaðŸ¥º,lah anjing saya kira tiktok shop doang yang ditutup ternyata shopee ln juga,Negatif
BRU KMRN BGT GW PESEN BAJU DI TIKTOK SHOP TRS HARI INI RESMI DITUTUP???? TRUSS ITU BAJU GW BEGIMANAAA?????,baru kemarin sangat saya pesen baju di tiktok shop terus hari ini resmi ditutup terus itu baju saya begimanaaa,Positif
sedii tiktokshop ditutup dahal membantu bgt buat beli bajuðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,sedii tiktok shop ditutup dahal membantu sangat buat beli baju,Positif
aku kira tiktokshop ditutup tuh bercanda ternyata beneran ya  voucherku belum dipake huhu,saya kira tiktok shop ditutup tuh bercanda ternyata benar iya voucherku belum dipake huhu,Negatif
Sialan bener2 ditutup tiktokshop anjr,sialan benar ditutup tiktok shop anjr,Negatif
Belum beli sempak selusin 50rb udah ditutup aja tiktokshop,belum beli sempak selusin ribu sudah ditutup saja tiktok shop,Netral
"tiktok shop ditutup, terus kerjaan gw gmn dong ini nganggur dikantor wkw",tiktok shop ditutup terus kerjaan saya bagaimana dong ini tidak punya pekerjaan dikantor wkw,Negatif
Bagaimana cara saya cek pesanan setelah TikTok Shop ditutup @tiktokIDN ?,bagaimana cara saya cek pesanan setelah tiktok shop ditutup,Negatif
@chocoalatos Ga ada yg di up ke media Uda tenggelem kasusnya Ditambah2 hari ini tiktok shop ditutup,tidak ada yang di up ke media sudah tenggelem kasusnya ditambah hari ini tiktok shop ditutup,Netral
@resinkompozit Takut gak bisa beli lagi abisnya tiktokshop mau tutup ðŸ’”,takut tidak bisa beli lagi abisnya tiktok shop mau tutup,Positif
@rantpnyre keknya karena ketetapan pemerintah itu deh tiktokshop juga tutup,kayaknya karena ketetapan pemerintah itu deh tiktok shop juga tutup,Negatif
"Tiktok shop resmi ditutup, banyak seller umkm yg say goodbye tapi tetap promoin akun mereka di e-commerce lain.  Gimana komentar seller TA yg kemarin minta tiktok ditutup?",tiktok shop resmi ditutup banyak seller umkm yang sayang goodbye tetapi tetap promoin akun mereka di e commerce lain bagaimana komentar seller tanah abang yang kemarin minta tiktok ditutup,Positif
"@AsahPolaPikir Wk..wk.. Yg kemarin itu bukan krn pasar offline sepi. Harusnya kalo pasar offline jadi sepi yg ditutup itu semuanya. Shopee,tokped,bukalapak dll. Tiktok shop tutup krn persaingan tidak sehat. Sopi jadi sepi pembeli.",tertawa yang kemarin itu bukan karena pasar offline sepi harusnya kalau pasar offline jadi sepi yang ditutup itu semuanya shopeetokpedbukalapak dan lain-lain tiktok shop tutup karena persaingan tidak sehat shopee jadi sepi pembeli,Negatif
"@tanyakanrl Tiktok shop tutup, mereka tutup juga kah? Pindah ke oren, ijo dll jga kan paling? Ngga usah sedih2 nder.",tiktok shop tutup mereka tutup juga kah pindah ke oren hijau dan lain-lain juga kan paling tidak perlu sedih nder,Negatif
"@Depa_29 @tanyakanrl Bukan soal drama nya, pasti ada sedihnya dri tiktok shop ditutup. Orang yg biasa jdi host live jdi bingung bres ini gmna, trus karyawan yg biasa nerima orderan beberapa e-commerce ilang ini satu pasti ada efek nya jga",bukan soal drama nya pasti ada sedihnya dari tiktok shop ditutup orang yang biasa jadi host live jadi bingung bres ini bagaimana terus karyawan yang biasa terima orderan beberapa e commerce hilang ini satu pasti ada efek nya juga,Negatif
"#TikTokshop ditutup kemudian yg  jualan di toko toko baju bakalan jadi rame????  Sepertinya pendapatku tidak. Karena memang daya beli masyarakat juga sedang turun, kemudian masyarakat juga ingin belanja dengan mudah dan murah. Yaitu dengan membeli di olshop",ditutup kemudian yang jualan di toko toko baju akan jadi ramai sepertinya pendapatku tidak karena memang daya beli masyarakat juga sedang turun kemudian masyarakat juga ingin belanja dengan mudah dan murah yaitu dengan membeli di toko online,Positif
"nangis bgt tiktokshop udah ditutup, mana masih ada brg yg blm sempet kebeliðŸ˜­ðŸ˜­ðŸ˜­",menangis sangat tiktok shop sudah ditutup mana masih ada bareng yang belum sempat beli,Negatif
Seriusan tiktok shop ditutup? Gabisa belanja online lagi di tiktok,seriusan tiktok shop ditutup tidak bisa belanja online lagi di tiktok,Negatif
"@memiii_____ @rkivetxt_ @Reswara_ @bebisriti @impobssible @Koonyang00 @tanyakanrl tp bnyk yg gak mikir ke situ, malah komen 'sopi tokped gk ditutup jg?' 'fb marketplace kan jg sosmed?' mereka gk bahas 'perizinan' atau 'alogaritma tiktok' makanya gw heran kok org2 brutal bgt julidnya pas tiktokshop ditutup. krna murah? sopi+tokped pas awal2 jg dianggep murah",tetapi banyak yang tidak mikir ke situ bahkan komen shopee tokopedia tidak ditutup juga facebook marketplace kan juga sosial media mereka tidak bahas perizinan atau alogaritma tiktok makanya saya heran kok orang brutal sangat julidnya pas tiktok shop ditutup karena murah sopitokped pas awal juga dianggep murah,Negatif
@vynrich Kayanya efek tiktok shop ditutup hari ini deh tapi gatau sih aku juga.. ðŸ˜­,kayaknya efek tiktok shop ditutup hari ini deh tetapi gatau sih saya juga,Negatif
"Hari ini Tiktok Shop Resmi Ditutup, dan di FYP gue banyak banget lewat konten atau Live  dari Afiliator atau seller dengan Narasi â€œBangkrutâ€ â€œPengangguranâ€ â€œGak Bisa Jualanâ€ â€œUMKM Matiâ€ dll. Sorry ya guys, Ini gue mau kasih tau Unpopular Opinion gue. #Tiktokshopditutup",hari ini tiktok shop resmi ditutup dan di fyp saya banyak sekali lewat konten atau live dari afiliator atau seller dengan narasi bangkrut pengangguran tidak bisa jualan umkm mati dan lain-lain maaf iya teman-teman ini saya mau kasih tahu unpopular opinion saya,Negatif
emang seberapa efektif sih tiktokshop ditutup lalu pedagang konfensional dagangannya jadi rame lagi?awas aja kalau abis ini masih pada ngeluh dagangannya tetep sepi wkwkk,memang seberapa efektif sih tiktok shop ditutup lalu pedagang konfensional dagangannya jadi ramai lagiawas saja kalau habis ini masih pada mengeluh dagangannya tetep sepi wkwkk,Positif
"Tiktok shop ditutup, tp apakah yakin pembeli balik ke pasar konvensional? disaat masih ada lazada, shopee, dll",tiktok shop ditutup tetapi apakah yakin pembeli balik ke pasar konvensional disaat masih ada lazada shopee dan lain-lain,Positif
"trik marketing brand di IG akhir-akhir ini serempak adopsi tema kami pamit"" padahal pamit dari tiktokshop doang grgr tiktokshop ditutupðŸ˜…"";1;netral,,,,,,,,,,,,,,,",trik pemasaran brand di ig akhir akhir ini serempak adopsi tema kami pamit padahal pamit dari tiktok shop doang grgr tiktok shop ditutupnetral,Negatif
Tiktok tanpa tiktokshop padahal dulu aku taunya isi nya orang orang joget ajaa ðŸ˜­  Giliran tiktok bisa ngasilin duit malah ditutup  Emang lucu yaa,tiktok tanpa tiktok shop padahal dulu saya taunya isi nya orang orang joget ajaa giliran tiktok bisa ngasilin uang bahkan ditutup memang lucu yaa,Positif
"@anggaandinata Halah, masih ada Toped, Shopee, bli2 dll. Gak ngaruh juga tiktok shop tutup. Sebelum sebelumnya juga tiktokshop juga gak ada juga fine2 aja. Gak usah lebay....",halah masih ada tokopedia shopee beli dan lain-lain tidak berpengaruh juga tiktok shop tutup sebelum sebelumnya juga tiktok shop juga tidak ada juga fine saja tidak perlu berlebihan,Negatif
tiktok shop udah ditutup? kok aku tadi jam 6 masih bisa yaa,tiktok shop sudah ditutup kok saya tadi jam masih bisa yaa,Negatif
"Mamah gua lg bersedih, katanya tiktok shop ditutup.",mamah saya lagi bersedih katanya tiktok shop ditutup,Negatif
Tiktok shop akhirnya ditutup. Mungkin waktunya jualan lg di Kaskus.,tiktok shop akhirnya ditutup mungkin waktunya jualan lagi di kaskus,Negatif
Apasi tiktok shop ditutup,apasi tiktok shop ditutup,Negatif
ya walaupun masih ada shopee tp agak sedih juga sih kalo tiktok shop ditutup ðŸ¥²,iya walaupun masih ada shopee tetapi agak sedih juga sih kalau tiktok shop ditutup,Negatif
"@dreamchin13 @Miuna_shiro @PACARHO5HI @Depa_29 @tanyakanrl Ga salah juga sebenernya tiktok shop ini (kalo di bukanya toko online bukan jd 1 ama tiktok) nah masalahnya dia bakar duit tapi produk dia yg di masukin bukan produk local. Ni di tutup kan karena emang buka warung depan indomart tapi ijinnya cuma parkir, kan kaga nyambung.",tidak salah juga sebenarnya tiktok shop ini kalau di bukanya toko online bukan jadi sama tiktok nah masalahnya dia bakar uang tetapi produk dia yang di masukkan bukan produk local ini di tutup kan karena memang buka warung depan indomart tetapi ijinnya cuma parkir kan tidak nyambung,Positif
"Apakah setelah tiktokshop ditutup, live di tiktok masih enggak boleh nyebut nama marketplace lain?  Apakah setelah ini aturan livenya makin ketat atau justru makin selow.",apakah setelah tiktok shop ditutup live di tiktok masih tidak boleh nyebut nama marketplace lain apakah setelah ini aturan livenya makin ketat atau justru makin selow,Positif
"@daisy_bin12 @Depa_29 @tanyakanrl mjb, tiktok shop jd nya di tutup kah? tp emang dr awal kan tiktok itu sosmed bkn ecommerce, secara regulasi nya emang nyalahin aturan  aku ga main tiktok jd ga tau",mjb tiktok shop jadi nya di tutup kah tetapi memang dari awal kan tiktok itu sosial media bukan toko online secara regulasi nya memang nyalahin aturan saya tidak main tiktok jadi tidak tahu,Negatif
Gaenak banget tiktokshop ditutup,gaenak sekali tiktok shop ditutup,Negatif
Kenapa yaa Reni sedih TikTok Shop ditutup ðŸ¥² Padahal penjualannya gak segimana. Paling sebulan 200-400rb. Tapi kayak lebih ke memikirkan gmn nasib pedagang yang udh settled di platform tsb ðŸ¥º,kenapa yaa reni sedih tiktok shop ditutup padahal penjualannya tidak segimana paling sebulan ribu tetapi seperti lebih ke memikirkan bagaimana nasib pedagang yang sudah settled di platform tersebut,Positif
"Baru sadar di tiktok udah ga ada shop sama keranjang kuning, pdhl td sore masih ada. Ternyata beneran ditutup ya tiktokshop",baru sadar di tiktok sudah tidak ada shop sama keranjang kuning padahal tadi sore masih ada ternyata benar ditutup iya tiktok shop,Negatif
"@tanyakanrl jahat banget dah yang bilang lebay. kalian gatau aja perjuangan mereka untuk dapet kepercayaan dan langganan tuh susah. di saat algoritma tiktok mereka uda oke, eh tiktok shop nya yang tutup. meskipun masih ada shopee, mungkin mereka harus cari tau lagi algoritma shopee nya",jahat sekali deh yang bilang berlebihan kalian gatau saja perjuangan mereka untuk dapat kepercayaan dan langganan tuh susah di saat algoritma tiktok mereka sudah oke eh tiktok shop nya yang tutup meskipun masih ada shopee mungkin mereka harus cari tahu lagi algoritma shopee nya,Negatif
@hrdbacot Walaupun tiktok shop ditutup pun tanah abang atau offline store makin sepi karena mengikuti jaman  Contohnya wartel ke hp,walaupun tiktok shop ditutup pun tanah abang atau offline toko makin sepi karena mengikuti jaman contohnya wartel ke seluler,Negatif
tiktok shop udah ditutupðŸ˜­ðŸ˜­ðŸ˜­,tiktok shop sudah ditutup,Negatif
"@discountfess lu tau gak kenapa tiktok shop dilarang?? karna produk2 china yg murah bisa masuk dg bebas ke indonesia ðŸ˜€ jadi ditutup biar orang2 beli barang2 lokal &amp  umkm, begitu.",kamu tahu tidak kenapa tiktok shop dilarang karena produk china yang murah bisa masuk dengan bebas ke indonesia jadi ditutup biar orang beli barang lokal amp umkm begitu,Positif
Eh seriusan tiktok shop ditutup,eh seriusan tiktok shop ditutup,Negatif
"Sore tadi, TikTok Shop resmi ditutup. Semoga yang terkena dampaknya tetap semangat dan ada gantinya yang lebih. AamiinðŸ¥º",sore tadi tiktok shop resmi ditutup semoga yang terkena dampaknya tetap semangat dan ada gantinya yang lebih aamiin,Positif
Nangis kok aku grgr tiktokshop ditutup oalah Malah shopee uda aku apus grgr mahal ðŸ¥¹,menangis kok saya grgr tiktok shop ditutup oalah bahkan shopee sudah saya apus grgr mahal,Negatif
"giliran gue udh milih2in barang di tiktok shop, malah ditutupðŸ˜Œ",giliran saya sudah milihin barang di tiktok shop bahkan ditutup,Negatif
Sedih gasih tiktok shop perhari ini ditutup :(,sedih gasih tiktok shop perhari ini ditutup,Negatif
"tiktok shop dari baru ada sampe udah ditutup, gua gapernah beli apa apaan akwoakwokw",tiktok shop dari baru ada sampai sudah ditutup saya tidak pernah beli apa apa akwoakwokw,Positif
"@floreskekinian2 Ada jelek bagusnya tiktokshop ditutup, jeleknya ga bisa belanja lagi disana, bagusnya ya UMKM naik mungkin ya? Tapi bukanya udah dari awal toko offline sepi ya semenjak ada olshop ?",ada jelek bagusnya tiktok shop ditutup jeleknya tidak bisa belanja lagi disana bagusnya iya umkm naik mungkin iya tetapi bukanya sudah dari awal toko offline sepi iya semenjak ada toko online,Positif
"Apalah kenapa tiktok shop ditutup sih, pdhl ak suka beli di tiktok karena diskon nya gede",apalah kenapa tiktok shop ditutup sih padahal saya suka beli di tiktok karena diskon nya besar,Negatif
@jokowi Pak kenapa tiktok shop harus ditutup sich ? Padahal sebagai orang desa pelosok sangat membantu dalam perputaran roda ekonomi. Mohon Dikaji lagi Pak @jokowi jangan sampe ditutup... ðŸ˜¢,pak kenapa tiktok shop harus ditutup sich padahal sebagai orang desa pelosok sangat membantu dalam perputaran roda ekonomi mohon dikaji lagi pak jangan sampai ditutup,Positif
pusing juga tiktokshop ditutup,pusing juga tiktok shop ditutup,Negatif
Ini seriusan tiktokshop dah ditutup?....,ini seriusan tiktok shop deh ditutup,Negatif
Tiktok shop ditutup ini akan banyak bawa korban: - staff Tiktok yg ngurusi shop ini - bisnis eCommerce enabler seperti Sirclo - UMKM yg berinovasi dgn live shopping  - agency yg menawarkan jasa live streaming - KOL yg endorse brand/product sbg affiliate  Teten/Zulhas paham gak?,tiktok shop ditutup ini akan banyak bawa korban staff tiktok yang ngurusi shop ini bisnis toko online enabler seperti sirclo umkm yang berinovasi dengan live shopping agency yang menawarkan jasa live streaming kol yang endorse brandproduct sebagai affiliate tetenzulhas paham tidak,Positif
"padahal aku buat tiktok buat belanja, malah tiktok shop ditutup",padahal saya buat tiktok buat belanja bahkan tiktok shop ditutup,Negatif
"Tiktok shop ditutup adalah hal tergajelas sih, so embarrassing gue suka tau belanja di tiktok, mentri yg tutup tiktokshop gabut dan ga berguna ðŸ¤®ðŸ˜”ðŸ‘ŽðŸ»",tiktok shop ditutup adalah hal tergajelas sih so embarrassing saya suka tahu belanja di tiktok mentri yang tutup tiktok shop gabut dan tidak berguna,Negatif
ini tiktok shop kan udh ditutup ya barang yg baru dico kemaren ttp diproses ga sih?,ini tiktok shop kan sudah ditutup iya barang yang baru dico kemarin tetap diproses tidak sih,Positif
@PartaiSocmed Tinggal ditunggu aja sebulan kedepan. Apakah tanah abang kembali ramai pasca  tiktok shop ditutup.,tinggal ditunggu saja sebulan kedepan apakah tanah abang kembali ramai pasca tiktok shop ditutup,Netral
"#TikTokshop ditutup, MiChat engga",ditutup michat engga,Negatif
@efenerr cara ini mah udh ada lama sebelom tiktok shop koarÂ² mau ditutup,cara ini mah sudah ada lama sebelom tiktok shop teriak mau ditutup,Negatif
@treasuremenfess Pov live tiktokshop terakhir sebelum di tutup,pov live tiktok shop terakhir sebelum di tutup,Positif
Detik-detik tiktokshop ditutup banyak yang nangis.. ðŸ¥¹ðŸ¥¹,detik detik tiktok shop ditutup banyak yang menangis,Positif
detik2 tiktokshop ditutup kok sedih ya,detik tiktok shop ditutup kok sedih iya,Negatif
"TikTok shop ditutup, harga whey protein di e-commerce lain masih mahal dan ongkirnya lumayan ðŸ˜­",tiktok shop ditutup harga whey protein di e commerce lain masih mahal dan ongkirnya lumayan,Positif
ini tiktokshop ditutup?? ðŸ¥º,ini tiktok shop ditutup,Negatif
tiktokshop ditutup aku jadi kepikiran orang-orang tua yg biasa jualan lewat live tiktok terus gimana ya,tiktok shop ditutup saya jadi terpikirkan orang orang tua yang biasa jualan lewat live tiktok terus bagaimana iya,Positif
"Tiktok shop ditutup, gw biasa beli snack &amp  softlens disana. Apalagi byk bgt snack2 rumahan yg dijual disana yg gajual di oren atau ijo huuueeee.",tiktok shop ditutup saya biasa beli snack amp softlens disana apalagi banyak sangat snack rumahan yang dijual disana yang gajual di oren atau hijau huuueeee,Negatif
"Sayang bgt tiktok shop ditutup, padahal suka isengin penjual pake username tiktokku",sayang sangat tiktok shop ditutup padahal suka bercanda penjual pakai username tiktokku,Positif
"@tirta_cipeng tiktok shop ditutup dengan alasan sosmed gaboleh digabung sama e-commerce ya?  shopee? e-commerce merambah sosmed wkwk, bahkan gaming.",tiktok shop ditutup dengan alasan sosial media gaboleh digabung sama e commerce iya shopee e commerce merambah sosial media tertawa bahkan game,Negatif
"tiktok shop ditutup yaa, biarin dah biar artis gak pada dagang juga anying udh kaya masih dagang ya apa toh serakah banget gak ngasih lapak sama yg bawah"";2;positif,,,,,,,,,,,,,,,",tiktok shop ditutup yaa biarin deh biar artis tidak pada dagang juga anying sudah seperti masih dagang iya apa toh serakah sekali tidak memberikan lapak sama yang bawahpositif,Negatif
"@karsaao gamilih tiktokshop kok cuma kaget aja beneran ditutup gua kira gimmick doang, males sbnrnya gprnh gratong minbel 0 jg",gamilih tiktok shop kok cuma kaget saja benar ditutup saya kira gimmick doang males sbnrnya tidak pernah gratis ongkos kirim minbel juga,Negatif
tiktok shop ditutup tuh juga gabakal bikin orangÂ² langsung pada kepasar bjir,tiktok shop ditutup tuh juga gabakal bikin orang langsung pada kepasar bjir,Netral
@hrdbacot Penasaran sama Tanah Abang nantinya bakal gimana setelah tiktokshop tutup Apa bakal balik lagi rame kayak dulu? atau bakal beralih ke ecomm lain ya?,penasaran sama tanah abang nantinya bakal bagaimana setelah tiktok shop tutup apa bakal balik lagi ramai seperti dulu atau bakal beralih ke ecomm lain iya,Negatif
Lupa bgt td sore tiktok shop resmi ditutup trus td pagi gue co barang. Gimana ini tracking orderan gue ðŸ˜­,lupa sangat tadi sore tiktok shop resmi ditutup terus tadi pagi saya check out barang bagaimana ini tracking orderan saya,Negatif
sedih bgt tiktok shop ditutupðŸ˜­ðŸ˜­ gk bisa dapet bundlingan skincare murah lagiiiðŸ˜”ðŸ’”ðŸ’”ðŸ’”ðŸ’”,sedih sangat tiktok shop ditutup tidak bisa dapat bundlingan skincare murah lagiii,Negatif
"hiburan banget pas kenal tiktok shop dan belanja jadi mudah, eh tau tau ditutup ajeeeðŸ« ",hiburan sekali pas kenal tiktok shop dan belanja jadi mudah eh tahu tahu ditutup ajeee,Positif
Kenapa cuma tiktok shop yang ditutup?? Trs kalau di tutup apa menjamin UMKM offline bisa kembali rame?? Sedangkan e commerce lainya masih merajalela shoope tokped lazada kenapa gk di tutup sekalian toh wlpun tik tok di tutup masih bisa jg belanja di e commerce lain ada apa??????,kenapa cuma tiktok shop yang ditutup terus kalau di tutup apa menjamin umkm offline bisa kembali ramai sedangkan e commerce selain masih merajalela shoope tokopedia lazada kenapa tidak di tutup sekalian toh wlpun tik tok di tutup masih bisa juga belanja di e commerce lain ada apa,Negatif
"Tiktok shop ditutup gini aku malah kepikiran pendapatannya anak2, biasanya hampir tiap hari live tiktok. huhft",tiktok shop ditutup gini saya bahkan terpikirkan pendapatannya anak biasanya hampir tiap hari live tiktok huhft,Negatif
"Setelah menelaah informasi knp tiktok shop ditutup,ternyata emang sangat mendominasi bgt produk2 china diindo ðŸ˜… epiknya skintifik pabrik dijerman tp formula dan owner itu dari china,baiklah mari ke emina or esqa dulu,mgkn ntar tb2 ada pabrik baru,dan semg pekerja indo isinya ðŸ™",setelah menelaah informasi kenapa tiktok shop ditutupternyata memang sangat mendominasi sangat produk china diindo epiknya skintifik pabrik dijerman tetapi formula dan owner itu dari chinabaiklah kemari ke emina or esqa dulumgkn nanti tb ada pabrik barudan semg pekerja indo isinya,Positif
"@kompascom Tiktokshop ditutup ga akan ngebuat tanah abang rame juga, yg jelas tu skrg daya beli kita yang turun.",tiktok shop ditutup tidak akan ngebuat tanah abang ramai juga yang jelas tu sekarang daya beli kita yang turun,Negatif
Lah TikTok shop beneran ditutup???,lah tiktok shop benar ditutup,Negatif
Finally tiktokshop ditutup. Jembek banget njir asal liat tiktok kebukanya live tiktok,finally tiktok shop ditutup jembek sekali njir asal lihat tiktok kebukanya live tiktok,Negatif
"@akunalteroliv Jualan di tanabang ga laku, pindah tiktokshop malah ditutup ðŸ™ƒ",jualan di tanabang tidak laku pindah tiktok shop bahkan ditutup,Negatif
