Tweet,Sentimen,Label
Guiseee sedih bgt tiktok shop lagi ditutup duluuuðŸ˜–,Negatif,0
"#TikTokshop bisa ditutup #slotonline kagak bisa nutup dasar bodoh, tiktok ganti aja tiktokslot biar kagak ada yg nutup.",Negatif,0
tiktok shop udah ditutup yaaa? mana banyak barang yang belom di check out  #tiktokshop,Positif,2
"gue sih sedikit bersyukur tiktok shop ditutup sementara (smp regulasinya jelas), jd gue ga tergiur belanja belanja 20rb tp 5x ðŸ™‚ soalnya kalau co udh pasti di shopee, dan gatau knp kalau di shopee gue lebih bisa ngerem sih ðŸ™‚ðŸ™ðŸ¼",Positif,2
Tiktok shop sudah resmi ditutup. Tapi kalo kamu need someone to talk dm aku aja masih buka kok ðŸŠ,Negatif,0
TIKTOKSHOP ditutup tapi JUDI ONLINE dibiarkan begitu saja #TikTokshop #JudiOnline #lucu,Negatif,0
@XYZYZYZYX Tp kalo dr segi algoritma tiktokshop emang ngeri. Harusnya yg ditutup 22nya,Negatif,0
tiktokshop ditutup. tokopedia makin ngawur ngasih peraturan ke seller. bangke bener emang ini kerjasama pemerentah sama pemilik modal. cookk cookkkk. ga tau di shopee gimana soalnya ga punya toko disana.,Negatif,0
"Kemaren coba belanja di tiktok shop (sebelum ditutup). Dapet pengalaman gak menyenangkan. Beli mic lavalier, di foto mic nya 2, yg dateng cuma 1 mic nya. Dan gak bisa complain lagi. Mendingan belanja di marketplace biasa aja lah",Negatif,0
Njir tiktokshop resmi ditutup?! Gw nangis bgt liat fypp tiktokðŸ˜ž,Negatif,0
"sedihh bgt harus off kerja gara tiktok shop ditutup"";0;negatif,,,,,,,,,,,,,,,",Negatif,0
"Berhubung fitur tt shop lagi ditutup, jadi harga akunnya turun ya gais ðŸ«¶ðŸ»",Negatif,0
TiktokShop benerann ditutup yaa dan ga bakalan di buka lagi kahhh ?    #TikTokshop,Negatif,0
"@PolJokesID @ZUL_Hasan Gw sih dari dulu ga pernah pergi belanja barang2 yang gw beli di tiktok shop ya. Dan kemungkinan besar, setelah tiktokshop ditutup pun ga akan lanjut beli barang2 tersebut, baik online/offline. Karena cuma beli pas muncul aja di tiktok ðŸ˜‚",Positif,2
"kata orang-orang, #TikTokshop ditutup berkat doanya para suami.",Positif,2
Tiktokshop ditutup ttp pada bisa jualan tuh ditiktok ... Emang warga +62 fintar fintar,Positif,2
entah doa suami siapa yg dikabulkan sehingga tiktokshop ditutup ðŸ˜­,Negatif,0
ðŸš¨ Info A1.  TikTok Shop ditutup berkat banyaknya doa suami yang terkabul karena sudah menyerah lihat istri belanja terus.  Source: trust me bro.,Positif,2
@itsmeends @efenerr Padahal udh komen soal berita tiktok shop mau ditutup deh. Wkwkwkwk,Positif,2
sebenernya tiktokshop tuh ditutup gara gara yg pedagang tanah abang atau titipan pesaing deh,Negatif,0
"misalnya tanah abang masih sepi setelah TikTok Shop ditutup, solusi terbaik dari pemerintah apa ya?",Positif,2
"Tiktok shop udh ditutup, pdhl itu hiburan gw kl lagi pengen co"" sesuatu yg gw suka."";0;negatif,,,,,,,,,,,,,,,",Negatif,0
"tiktokshop ditutup, judi online bebas.",Positif,2
LAH TIKTOK SHOP BENERAN DITUTUPðŸ˜­ SKRG AKU KALO BLJN ONLIEN DIMANA WOI,Negatif,0
LAH tiktokshop ditutup??,Negatif,0
"@PolJokesID @ZUL_Hasan emangnya tiktokshop ditutup, itu pusat grosir bakal tiba tiba rame ke sana belanja?",Negatif,0
Siap untuk mabok goldenfil tiap hariðŸ‘ŠðŸ‘ŠðŸ‘Š fak kata gue teh ditutup tiktok shop nya,Negatif,0
Disayangkan #TikTokshop ditutup begini  Tapi ya ude deh yee,Negatif,0
"#TikTokshop akhir.y ditutup, sy sih biasa aja krn sy jrg belanja ditiktok. Tp yg rata2 complain adalah org2 yg memiliki keuntungan bnyak. Katanya gk majulah atau revolusioner, krn yg dy pikirkan hnya keuntungan diri.y sendiri (ego) bkn utk org lain.",Positif,2
"Ketimbang IKN dijual via Tiktokshop, mending Tiktokshop ditutup.",Positif,2
"Gw pedagang online tiktokshop, gw ga setuju tiktokshopnya yang ditutup. tapi regulasi tiktokshop mendominasi pasar online di platformnya doang yang di atur supaya mereka ga bisa dagangin produknya sendiri di tiktokshop #TikTokshop",Positif,2
Apa sekarang tanah abang sudah ramai semenjak tiktok shop ditutup?,Negatif,0
@shyscia Tiktokshop ditutup karena pelaku dagang online yang norak2 flexing pamerin omset di tiktok. sehingga ada kecemburuan dri pedagang daerah dan pasar.,Negatif,0
Kok mangkel ya sama artis atau influencer sejenisnya yang sok terdzolimi gara-gara tiktokshop ditutup padahal kemarin flexing penghasilannya milyaran. Haduh,Negatif,0
ini knp tiktokshop ditutup yh...,Negatif,0
"tiktokshop ditutup, haruskh ak mulai belanja lg di shopee dh brp thun wei ga pake ini apk ðŸ¥²",Positif,2
"tiktokshop ditutup, berarti followers hanyalah angka klo lo bkn siapa2 dong",Negatif,0
"ajg tiktok shop make ditutup tuh gmn konsepnya???? PDHL GUE SENENG BNGT soalnya klo mau beli barang liat live nya dluu apalagi baju bs serasa liat langsung krna di try on. Trs gaada biaya admin, kdg hargany lebih murah jg",Positif,2
"TikTok Shop ditutup, Live TikTok isinya skrg Pengemis online semua.",Positif,2
Survival mode manusia benar-benar diuji waktu ada kejadian TikTok Shop yg lagi di atas awan banget tiba2 ditutup dalam waktu singkat â˜ºï¸,Positif,2
"@Fatihputera12 @Boy_hard9 @jokowi Sbg konsumen, aku sedih sihh tiktokshop ditutup, biasa ke kalimantan bisa dpt ongkir murah bahkan 0 rupiah , ni kalo balik ke oren, boro2 0 rupiah, dpet ongkir 27 rebu ajaa udh luar biasaa. ðŸ˜­",Negatif,0
"ko aku sedih ya tiktokshop ditutup. hehe, jadi ga bisa belanja skincare murah lagi ðŸ¥²",Negatif,0
"@yaniarsim PHK massal 5 JT UMKM yg jualan d TikTokshop ditutup, rezim ini merasa susah payah jadi pejabat, butuuh hertahun2 untuk menjabat baru bisa korupsi milyaran, eh masyarakat Indonesia live duduk dalam rumah saja milyaran perhari, enak aja mereka, makanya Joko tutup. Mereka aj yg kaya",Negatif,0
Tiktokshop resmi ditutup??,Negatif,0
"setelah tiktok shop ditutup, sekarang shopee dah ga bisa ngitim dari LN?? bjir bngt lah",Positif,2
mau belanja dimana gua kalau tiktok shop ditutup,Negatif,0
Tiktok shop kt indonesia ditutup kenapa eh?   Tgk video ramai nangis saat2 akhir dorg live sblum tiktokshop ditutup,Negatif,0
kok masih ada ya orang TOLOL DAN IDIOT yg ga setuju tiktok shop ditutup.,Negatif,0
"Imbas TikTok shop ditutup.  Tanah Abang belum tentu rame lagi, Top Seller TikTok banyak jadi pengangguran. Tapi jemur baju cuma 30 menit, laba kang laundry ðŸ“ˆðŸ”",Positif,2
@Indibizkti Blm pernah beli di tiktokshop malah udh ditutup aja,Negatif,0
"@Boy_hard9 @jokowi jualan di tanah abang aja bos, pasti rame lagi semenjak tiktokshop ditutup",Negatif,0
"kalau tiktok shop ditutup, so camne dorang nak order ? mesti beli dari official website kanðŸ˜‚",Positif,2
"@jogmfs Ini anggapan yg kurang benar sih kl mau dijawab serius.  Tiktok shop, entitasnya resmi dan cuma 1 aj. Ditutup karena uu yg ditargetkan untuk mendukung umkm.  Judol, entitasnya banyak. Bbrp hari kmrn trust positif sampai salah blokir web yg memang dipakai untuk promo judol.",Negatif,0
TIKTOK SHOP KENAPA DITUTUP ANYING GUE LAGI SUKA BELANJA DISITUðŸ˜­,Negatif,0
"#TikTokshop ditutup, sini duduk dulu. Tenangin ati, terua yuk cari solusi bareng aki",Positif,2
"setuju sih tiktok shop ditutup, biarpun sering belanja di sana, tapi pas lagi ke pasar senen dan tanah abang mereka mengeluh soal tiktok shop yang emang harganya banyak yang gak wajar  #TikTokshop",Positif,2
Tiktok shop sudah ditutup disamping pedagang yang ga bisa jualan online kena dampaknya atau pihak ketiga yang jualan kena dampaknya juga karena produsen memasarkannya produknya sendiri jadi harganya jauh lebih murah. ATAU KONSUMEN YANG TADINYA KONSUMEN JADI IKUTAN JUALAN OFLLINE,Positif,2
"Rabu (04/10) pukul 17.00, TikTok Shop resmi ditutup layanannya di Indonesia. Menteri Komunikasi dan Informatika (Menkominfo), Budi Arie Setiadi memberikan apresiasi kepada TikTok Shop karena sudah mematuhi aturan untuk menutup layanan.",Negatif,0
"Meskipun TikTok Shop resmi ditutup layanannya, TikTok Shop masih bisa berjualan asalkan memenuhi syarat yang ada di dalam Permendag 31 Tahun 2003. Salah satunya adalah tidak memfasilitasi transaksi dalam aplikasi atau social-commerce dilarang untuk melakukan transaksi.",Negatif,0
"tiktok shop pertgl 4 oktober 2023 ditutup sementara, dikarenakan banyak UMKM di tanah abang mengeluh semakin penjualan mereka. sehingga dapat PRO dan KONTRA nya. upaya pemerintah tutup tiktok shop tetapi UMKM di indonesia tidak dibantu untuk cara menjual di ecommerce apakah bisa?",Positif,2
tiktokshop ditutup apakah tanah abang bakal rame lagi? lets see..,Negatif,0
"@ernestprakasa @irwndfrry kemaren kan bang ferry viralin project s, skrng tiktok shop ditutup. nah skrng viralin judi online, bisa ditutup kaga tuh",Negatif,0
"Intinya gak perlu khawatir, karena peluang usaha akan selalu ada. Fiturnya sudah ditutup, tapi masih banyak peluang kegiatan jual beli yang bisa dilakukan melalui sosial media ðŸ¤©  Coba spill hal apa yang bikin gamon sama Tiktok Shop! ðŸ‘‡",Positif,2
eh bjir ini tiktok shop udah beneran ditutup ya udah nggaada weh ah gw blm co barang penting aaaa,Positif,2
@PolJokesID @ZUL_Hasan Sedikit kurang bijak.  Kalau dia memang punya nyali dan tidak ada motif populis : nongkrong juga dengan umkm tiktok shop.  1 lagi. Dia dan kementeriannya sudah siapkan belum parameter utk mengukur perubahan pra/pasca tiktokshop ditutup? Apa cuma kebijakan reaktif?,Positif,2
"Yang bacot dan maki2 karna Tiktok Shop ditutup, sini adu bacot sama gw. Kami jadi pengangguran karna tiktok shop tp sekarang kami tidak bisa makan"" Makanya klo punya keuntungan diputar kocak!!!"";2;positif,,,,,,,,,,,,,,,",Positif,2
@ZUL_Hasan Goblok amat yg ngehujat. Ud jelas intinya tiktokshop ditutup.,Negatif,0
tiktokshop ditutup judi online merajalela.  ANEH!,Negatif,0
@herrysw Maaf pak Penyebab tiktok shop ditutup karena regulasi belum ada  Tiktok izinya media sosial tapi praktek nya jadi sosial media dan e-commerce Kalo ibarat mudahnya Tokopedia shope lazada itu hape dengan garansi resmi Indonesia  Sedangkan tiktok shop hape ga resmi / distributor,Negatif,0
Minat belanja ku turun semenjak tiktok shop ilang dan shopee yg dr luar negri ditutup ðŸ™„,Negatif,0
"abis tiktok shop ditutup, brand2 yg jualan live dialihin co di shopee. mana tuh yg bilang imbasnya ke pasar tradisional tn abang dll? awowkwok joke's on you",Positif,2
"@Official_PAN Jelek banget transisinya langsung ditutup. Jutaan orang penghasilannya terjeda sampai tiktokshop jelas. Perhitungannya pak @ZUL_Hasan  gak cerdas, gak cermat. Kl lebih dr sebulan kedepan gk ada kejelasan minimal 20jt orang bakal terdampak secara langsung.",Negatif,0
Bukan hanya tiktok shop aja kali yg jadi dampak pasar sepi.. Tuh lihat Sho*pee malah bikin diskon 50% apa nggak ngaruh bget tuh semua orang pada belanja ke sh*pee.. Jadi pertimbangkan lagi lah kalo mau ditutup.. Kasian yg udah berjuang dari nol jadi affiliate,Negatif,0
"@convomf Kalo menurutku directly ga ngaruh nder masalah tiktok shop dan penurunan daya beli di pasar, toh penurunan daya beli udah kerasa sebelum adanya tiktok shop dan menurutku juga harusnya diregulasi aja gak harus ditutup sih social commerce kayak tiktok shop.",Netral,1
"@convomfs Aku jiga kehilangan pekerjaan nder, karena tiktokshop ditutup.. sampe linglung gabisa nangis. Tapi yakin udah ketetapan dari Allah jadi lebih legowo",Positif,2
@bubulmine Gk nerimano lek tiktokshop ditutup ðŸ˜‚,Negatif,0
Tiktokshop ditutup hal plg sedih yg terjadi di hidup gw cok,Negatif,0
Baru sadar setelah tiktok shop ditutup berarti semua barang yg gua keranjangin pada ilang ðŸ˜­ et deh mana gw gak follow online shopnya ðŸ˜­ðŸ˜­,Negatif,0
"Baru kenal sama tiktokshop 3 mingguan ini dari sebelum hari kemarin ditutup yaa.. Dan selama 3 minggu itu krn suka liatin orang live jualan dan akhirnya  belanja sekali, lalu ketagihan sampe berkaliÂ² krn bnyk diskon gangotak.. Berakhir pada konsekuensi selama bulan okt ini (cont)",Positif,2
"@__B30MGYU Adekku semalem ngomel zii..   teteh tau gak? Tiktokshop ditutup sama pemerintah.. sebel banget dd padahal dd udah mau po jaket.. """";0;negatif,,,,,,,,,,,,,,,",Negatif,0
"@convomf Menurutku sih enggak, tiktok shop tutup masih ada ecom yang lain. Orang behaviour nya dah beda, lebih suka belanja online krn banyak faktor. Kalau ditutup pasar luar negeri ini, semoga aja bikin umkm lebih berkembang, walaupun harganya tetep pasti ada selisih banyak.",Positif,2
"Tiktok shop ditutup aku ga masalah, tapi TOLONGLAH KENAPA SELLER LUAR NEGRI DI SHOPEE DIHAPUS JUGAAA ðŸ˜­ðŸ˜­ WOILAHHHH SUMBER CASE LUCUKU ILANGGGG ðŸ˜­ JAHAT BANGETTT. BALIKIN LAGI DONGGGðŸ˜­ðŸ˜­ @ShopeeID",Negatif,0
Sampe saat ini masih bingung kenapa tiktok shop ditutup hanya karena segelintir org yg merasa dirugikan. Sampe kapan masy mau dewasa kalo ada masalah bukannya dikasi solusi malah di-cut off unsur lain di lainnya. Sampah,Negatif,0
Tiktokshop udah ditutup sekarang gak ada juga seller luar negeri di shopeeðŸ™ƒ Kalo ongkir dalam negeri ini rata aku gak bakalan ngeluh cuy asliiiiiðŸ˜­,Negatif,0
"@herrysw Kalau tiktok shop ditutup itu karena dia punya personal branding sendiri, mirip matahari dengan cole, nevada, dll. Dan produknya memang murni diproduksi di tiongkok. Jadi selain negara tidak mendapat pajak karena tidak ada ijin ecommerce nya , juga bisa merusak produk lokal.",Positif,2
"tiktok affiliate ak mulai rame, tiktok shop malah ditutup :(((",Negatif,0
Apa bgt tiktok shop ditutup ðŸ˜«,Negatif,0
"Efek dari Tiktok Shop ditutup, ternyata Pasar Baru Bandung juga sekarang tutup.",Negatif,0
lah tiktok shop ditutup rupanya,Negatif,0
"emang selain tiktok shop, apalagi yang ditutup?",Negatif,0
"tiktok shop ditutup, tapi lapak Judi online bertebaran DimanaÂ²ðŸ˜ðŸ˜ waraskah?",Negatif,0
"ku kira cuman tiktok shop doang yang ditutup, ternyata hati kmu juga tertutup buat akuehh ðŸ«  -gpp",Positif,2
Grgr tiktokshop ditutup vocher2 di shopee cepet abis ðŸ˜­ðŸ˜“,Positif,2
sopi luar negri knp di blokir sih??? tiktok shop yg ditutup semua dr luar negeri kena blokir! heran,Negatif,0
BENCIIII BGTTT KALO TIKTOK SHOP DITUTUP SAMA SHOPEE LUARNYA JUGAðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,Negatif,0
"@tanyarlfes Bukan tiktokshop yg harus ditutup, pemerintah nya aja ga becus bikin regulasi yg memberdayakan umkm dengan teknologi digital.   ga mampu kerja, langsung tutup. terus fungsi lu jadi menteri apaan kalo cuma bisa nutup2 doang, apa inovasi lu buat UMKM?",Negatif,0
"ðŸŽ‰ðŸ”¥ Informasi Penting: TikTok Shop Ditutup - Alternatif dan Solusi  Pusing karena TikTok affiliate berpotensi tak lagi menghasilkan uang? Tenang, ada pilihan lain! Saya akan bahas ini detail.ðŸ‘‡",Positif,2
"1.Monetisasi Melalui TikTok Itself: Meskipun TikTok Shop ditutup, masih ada potensi untuk mendapatkan penghasilan langsung melalui platform TikTok. Ini termasuk live streaming, yang dapat memberikan hadiah dari penonton yang mengirimkan koin virtual.",Positif,2
eh org org yg asal ngamuk tiktokshop ditutup cb baca dulu yg lengkapðŸ™‚ kan izinnya sbg sosmed tp malah jd e commerce jg,Positif,2
"tiktokshop ditutup, ini pesenan gue gimana ya ðŸ˜­ðŸ˜­",Negatif,0
@tanyarlfes Emang selain tiktok shop apalagi yang ditutup?,Negatif,0
"@tanyarlfes ini banyak banget yg ngeluh. pas ada tiktokshop yg ngeluh penjual, pas ditutup yg ngeluh pembeli. gimana pembeli ga mengeluh? ke tanah abang bukannya untung malah buntung. banyak kejadian dicopet. korban silahkan berkomentar",Negatif,0
"anyway, gabut malem gue mau cuap-cuap dikit soal tiktok shop, agak telat sih tapi gpp  tiktok shop udah resmi ditutup ya? isu nya kan tiktok shop ditutup karena merugikan umkm yakan? tapi logikanya aja, knp baru sekarang ya? terus shopee? tokped? lazada? ga diliat kah? malah ada"";0;negatif,,,,,,,,,,,,,,,",Negatif,0
"@jihanicorn krn aku nganggur ud 2 taun, selalu stuck di tahap interview user aja, aku nyari uang susah bgt kepengennya jualan tp ga ada modal terus aku nge aff di tiktok eh tiktok shop nya ditutup kaya makin sedih bgt dan down bgt pdhl tiktkk shop mata pencaharian aku",Negatif,0
"lainnya, biaya penanganan atau biaya lain dah? iyakaan? coba pikir di tiktok shop pure cuma biaya barang+ongkir no tambah"" biaya lain, nah darisini udah ngeh ngga? alasan tiktok shop ditutup?  belum dapet izin woy! wkwkwk dari pemerintah, tiktok shop bebas pajak, sedangkan"";2;positif,,,,,,,,,,,,,,,",Positif,2
"gedeg bgt woi liat org2 pada ngehate pak menteri perkara tiktokshop ditutup. gini deh, lo pada ngrti ga sih tiktok itu apa? sosmed/e-commerce? ngebedain 2 itu aja lo gabisa, sgala ngatain ampe sumpah serapahin menteri ðŸ™ƒ",Positif,2
"pd marah2 siah tiktok shop ditutup, kt gue mending ditutup drpd inflasi ceunah",Negatif,0
perkara tiktok shop ditutup udah kaya dunia mau hancur berkeping-keping aja padahal kalo ngga ada juga masih bisa hidup sehat walafiat,Positif,2
"@tanyarlfes pdhl di tiktok shop banyak umkm juga loh nder ðŸ™ƒ gimana ekonomi mau muter, ini sama aja phk massal ditutup pun ga menjamin toko offline laris, teknologi harusnya di embrace bukan dibatasi.",Positif,2
"@tanyarlfes Tiktok shop ditutup kan karena masalah perizinan. Jadi sebenernya bukan karena Tanah Abang juga. Tiktok izinnya media sosial, bukan e-commerce. Pendapatan yang dihasilkan tiktok dari jualan itu gak dipotong pajak. Shopee untuk affiliatenya aja dipotong pajak loh penghasilannya.",Positif,2
@tanyarlfes Wkwkwkw ditutup atau engga tiktokshop emang dari dulu gue prefer belanja offline karena sayang ongkirnya ðŸ˜­ðŸ˜­,Negatif,0
"@WaduhAku @tanyarlfes Emng bakal balik lg tiktokshop org2 aja heboh di tutup di tutup, padahal cmn ditutup bukan di banned",Negatif,0
@nastypowy tiktokshop kan ditutup tuh sm seller china gabisa di syopi  seller Korea gabisa di Lazada ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,Negatif,0
"@LiongkyTan Cumak mau tanya aja.... Adakah negara pernah 'Resesi Judol'? Tuh TikTok Shop 11.250 T omsetnya.... Ga ngebelain judol, tp gimana ya? Judi tuh salah satu bisnis tertua..m",Positif,2
"@pengarang_sajak Dia bisa nutup tiktok shop, tapi apakah dia bisa nutup impor barang murah dari Cina? Apakah setelah tiktok shop ditutup menjamin ga ada barang murah impor dari Cina yang masuk? Shopee? Cuma diperingatkan, belum ditutup cross bordernya. Ndasmu..",Positif,2
"@__LOVE_AG4EVER @susipudjiastuti @tribunnews Harga barang di tiktok shop emang gak masuk akal. Kalau mau nanya siapa yg impor, pasti pengusahanya, yg bikin regulasinya tetap pejabat",Netral,1
@aquariesjae beli di tiktokshop kemarin heheeh tp itu gak ada acinya cuma keringan doangg,Negatif,0
@superjjwanchi kaya yang di tiktok shop,Netral,1
"@tanyarlfes @SoundOfYogi Jangankan tiktokshop, yang live jualan Hermes aja sering dibanyak-banyakin dosnya kalau lagi konten ðŸ¤£ syudah byasah",Positif,2
"@maulanafikri455 Tittok shop ditutup bukan semata2 karna tanah abang sih menurut ku, tapi lebih dari itu. Tiktok diduga melakukan monopoli, jadi yg promosiin produk luar bakalan mudah dpet trafik. Produk lokal akhirnya tenggelam.",Positif,2
"@tanyarlfes Kemarin tiktok shop, sekrng masalah jessica, nnti lanjut judi online. Mana deket deket pemilihan nihh mkwwk",Positif,2
@tahlanakoit @KillyParadox @mynewshub Dan kau lagi bodoh video dah bagi penjelasan tapi tak faham faham lagi kenapa dorang tutup tiktokshop ðŸ¥±,Negatif,0
Apakah dengan tiktokshop pemerintah akan membuka lapangan kerja baru bagi yang terkena dampak PHK dari aplikasi TikTok shop tersebut? Namun apakah demi UMKM TikTok shop harus ditutup dan berdampak para ribuan orang? #KamiUMKMdiTikTok,Positif,2
"@tanampohon7 dulu tuh pernah kaya gini kak, tp tbtb bisa lg!! jd semoga ini temporary aja krn dampak tiktok shop hiks :(",Netral,1
"@ganjarpranowo Pak, mau tanya, lebih bahaya tiktokshop atau JUDI slot?",Negatif,0
"@wizricc @convomfs kamu yang bilang, beli di tiktok shop katanya",Netral,1
"@KhotamarW Tiktok Shop masih ada, tinggal nunggu launching sama izin PSE dll",Netral,1
"@KompasTV kalo aku sebagai buyer ga khawatir tiktok shop tutup, soalnya masih banyak ecom lain kan, sama2 mudah juga kokk prosesnya",Positif,2
@rafifrizqu @yudhaprakosooo yg repot mah tiktok shop diapus bro,Netral,1
@BaymaxMMXII @N_ShaniJKT48 Pasti beli di tiktok shop ðŸ˜,Netral,1
"@KompasTV Waduh kyknya masalah banget ya tiktokshop tutup? Pemerintah memutuskan itu pasti udah banyak pertimbangan, lagian masih banyak ecommerce lain, dan buat seller tiktokshop yg kontra, move on atuh ke lapak lain, rezeki mah insyaAllah ada aja jalannya.",Positif,2
"@KompasTV Perasaan masih banyak platform lain selain tts, tinggal bagaimana seller cari peluang aja sih ðŸ¥² tiktok shop tutup bukan berarti harus berhenti cari cuan kannn",Positif,2
@TheRisolMayo Di tiktok shop banh,Netral,1
"Sejak tiktokshop ditutup, rasanya kek gak semangat ngonten ðŸ˜Ÿâ˜¹ï¸ #kangen #TikTokshop",Negatif,0
"@CakKhum @sosmedkeras Lah itu makanya tiktokshop diregulasi buat ngerem produk luar, tapi gitu aja masih banyak yg protes",Positif,2
"@tanyarlfes ngga tiktokshop doang. disemua ecommece juga ada yg kek gitu, buat naekin rating toko.",Netral,1
@DokterTifa Kasian para ibu2 skarang susah dapat duit sampingan efek dri di tutupnya Tiktok shop..bner2 gak guna bet jdi pmerintah,Negatif,0
@HanbinMAGANG Tiktokshop Sudah Dd Beli,Netral,1
"@hariankompas Aku sebagai seller tetap dengan pendirian bakal terus berusaha jualan online di ecommerce yang dari dulu udah ada, meskipun harus mulai dari awal. Kita gabisa makan klo cuma bergantung sama satu platform kayak tiktok shop.",Netral,1
@tehsosrosegar Ngakaaaak sepatu nabi adam ðŸ˜­ jadinya kamu refund apa begimana ? Eh tapi sekarang tiktok shop udah ditutup yah padahal enak banget belanja disana.,Positif,2
"@DokterTifa Mungkin tiktok shop nyatu e-commerce &amp  sosmed nya,,, laen ma sope &amp  tped bucan..!",Negatif,0
"@PartaiSocmed Jadi yang membuat perekonomian sekarang susah itu bukan tiktok shop live, melainkan judi online yang marak, karena judol uang yang harus nya berputar di perdagangan, malah stuck di judol, dan larinya ke luar negeri,.",Negatif,0
"@PartaiSocmed devisit judol aja triliunan bang, tiktok shop ga ada apa apa nya, bayangkan uang yang triliunan itu seharusnya berputar di perdagangan indonesia, malah stuck di judol, dan uang itu terbang ke negara lain,",Negatif,0
@fullshan_ Udah kayak jualan live angle kanan oren angle kiri tiktok shop,Positif,2
"@sosmedkeras Tapi tiktok shop banyak umkm lokal dan pedagang kecil, kenapa gak importnya yang diperketat aja? Oh iya pemerintah dan kalangan atas nya juga masih suka import",Positif,2
@hybe_ran Di tiktok shop ðŸ˜­,Netral,1
"Tiktok shop, salah satu tempat berjualan yg sangat-sangat Strategis. Pertama, krn aplikasinya (tiktok) sangat terkenal dgn pengguna yg banyak, ini membuat tiktok dan konten kreator nya memiliki penghasilan dari iklan yg pasti sangat menguntungkan 2 pihak tersebut",Positif,2
@wcrldcrackies adaaa tp aku kmrn beli di tiktokshop sebelum di close wkwkðŸ˜­,Negatif,0
"@pedoqpop tpi malaysia, klau tutup tiktok shop pon, peniaga ambik brg dri cina jgk, sama je. harga je makin mahalðŸ¤£",Netral,1
"@Lilykiyowo_ Klo udah co nyampe kok, kemaren paket dari tiktok gue baru nyampe pdhl dah tutup tiktok shop",Negatif,0
@NabellaAnuar @fahmi_fadzil tiktok shop malaysia banyak je product2 malaysia macam makanan2 th,Positif,2
"Beberaoa hari ini, mulai mengeluh karna udah gabisa affiliate tiktokshop.",Netral,1
"@ArsjadRasjid Awalnya bln. Juni 2023 tiktok lakukan investasi sbesar Rp. 143 T, udah izin dri kemendag (zulkifli hasan) stelah 3 bln, omzet tik tok meroket capai Rp. 11 ribu T, olshop, tanah abang, pedagang offline teriak2 utk tutup tiktok shop, pdahal tdk ada kesalahan apapun",Netral,1
"@sosmedkeras Menurut gw sdh tepat tiktok shop ditutup, presiden sdh bilang kalau yg dijual produk lokal mungkin ga ada masalah",Positif,2
@chacha_stp Aku dah nyoba2 cium semua varian sotb di kkv soalnya kak terus paling suka sm baunya loui jdnya aku CO di tiktokshop sblm tutup ðŸ¤£,Netral,1
"@fahmi_fadzil Please ban TikTok, selain dari fitnah tak ada kawalan, TikTok shop buat ramai penjual lokal rugi sebab tak boleh lawan harga. Negara juga mungkin dah berjuta rugi dari segi percukaian.",Netral,1
@pietrasta gimana perasaannya udahbgak ada tiktokshop.,Netral,1
"@pietrasta gw juga sumpah soalnya gw biasa beli cute stuff di tiktokshop ataupun shopee china, termasuk phonecase, sekarang gak bisa.",Positif,2
"@smocious di tiktokshop, dah gaada. guasah beli",Netral,1
@375sites kok reaksi lu kehilangan tiktok shop ga se kehilangan gua gitu siâ€¦.,Netral,1
"@kuassong ntar ya kalo ada lagi, habis buat belanja tadi soalnya tiktok shop ilang ðŸ˜­",Positif,2
"Mula2 sarah mcm risau jugak klu kot2 tiruan ke. Tp, 1 benda menarik pasal susu keluaran abott, dkt kotak susu, ada barcode yg boleh scan guna my abott care. Susu yg sara beli dekat tiktok shop memang yg bukan tiruan   Jadi, masih pelik mcm mana tiktok boleh jual hrga bwh pasaran",Positif,2
"@itsfazzzzz masih aman kokk, kemarin barangku baru sampe pas tiktok shop dah tutup",Positif,2
"@tanyarlfes La kan emng tiktok dr China, bedanya tiktok versi internasional, kalo douyin khusus China, kmrn kan tiktok shop ribut yg jd pembahasan utamanya bnyk produk luar khususnya China yg di jual dengan harga yg murah bngt..",Positif,2
"@JPFBASE boleh nder, yang ga boleh tuh artistnya jualan di tiktok shop soalnya udah dilarang....",Netral,1
@introuverd Keknya gue prefer brand lokal tiktok shop deh sky wkwk,Positif,2
@convomf mahkotamu tidak bisa di proses king/queen karna tiktokshop tutup,Negatif,0
@kekaveh Di tiktok shop waktu itu.. lucu-lucu deh lanyardnya.,Positif,2
"@aniesbaswedan Pak @aniesbaswedan , besok kalau jadi presiden, tiktok shop di perbolehkan lagi ya. Pasti banyak yang ndukung, banyak yang kecewa dengan kebijakan yang merugikan UMKM ini. Apalagi katanya generasi 4.0, semua melek teknologi. Pasti pedagang dukung pak Anies",Positif,2
@kriscteinn Tiktok shop udah ga ad ðŸ’”,Netral,1
@teronelonel album pc apa aja skakska soalnya dah gada tiktokshop gwehj bingung beli pc dimana ðŸ¥¹ðŸ¥¹ðŸ¥¹ðŸ¥¹,Negatif,0
"@beeroids Bnerr pls, Aku kira cmn tiktok shop doang taunya smua pengiriman dari china Ga bisa dongðŸ˜”",Netral,1
